Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Subflow Fwd Packets,Subflow Bwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Prediction
55676,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
55688,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,638,638,638,1,638,638,1,1,1,1,638,638,0,0,1,0,0.0
55688,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
55690,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55688,0,1,1,3366,3366,3366,1,3366,3366,1,1,1,1,3366,3366,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55688,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55688,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55690,0,1,1,897,897,897,1,897,897,1,1,1,1,897,897,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,990,990,990,1,990,990,1,1,1,1,990,990,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,981,981,981,1,981,981,1,1,1,1,981,981,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,887,887,887,1,887,887,1,1,1,1,887,887,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,879,879,879,1,879,879,1,1,1,1,879,879,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,884,884,884,1,884,884,1,1,1,1,884,884,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,887,887,887,1,887,887,1,1,1,1,887,887,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
39772,0,1,1,1238,1238,1238,1,1238,1238,1,1,1,1,1238,1238,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55676,0,1,1,1238,1238,1238,1,1238,1238,1,1,1,1,1238,1238,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55676,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
39772,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
39772,0,1,1,911,911,911,1,911,911,1,1,1,1,911,911,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
52208,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
39772,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
33526,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,978,978,978,1,978,978,1,1,1,1,978,978,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,961,961,961,1,961,961,1,1,1,1,961,961,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,941,941,941,1,941,941,1,1,1,1,941,941,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,955,955,955,1,955,955,1,1,1,1,955,955,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55690,0,1,1,1127,1127,1127,1,1127,1127,1,1,1,1,1127,1127,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
39772,0,1,1,1127,1127,1127,1,1127,1127,1,1,1,1,1127,1127,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
39772,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55690,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55690,0,1,1,941,941,941,1,941,941,1,1,1,1,941,941,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,637,637,637,1,637,637,1,1,1,1,637,637,0,0,1,0,0.0
55690,0,1,1,628,628,628,1,628,628,1,1,1,1,628,628,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55690,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
33530,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33530,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
33534,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33534,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33534,0,1,1,947,947,947,1,947,947,1,1,1,1,947,947,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33534,0,1,1,1014,1014,1014,1,1014,1014,1,1,1,1,1014,1014,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
33534,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33534,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33534,0,1,1,949,949,949,1,949,949,1,1,1,1,949,949,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33534,0,1,1,985,985,985,1,985,985,1,1,1,1,985,985,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33534,0,1,1,886,886,886,1,886,886,1,1,1,1,886,886,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33534,0,1,1,882,882,882,1,882,882,1,1,1,1,882,882,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,638,638,638,1,638,638,1,1,1,1,638,638,0,0,1,0,0.0
33534,0,1,1,3366,3366,3366,1,3366,3366,1,1,1,1,3366,3366,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33534,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33534,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
33546,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33546,0,1,1,943,943,943,1,943,943,1,1,1,1,943,943,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,902,902,902,1,902,902,1,1,1,1,902,902,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,873,873,873,1,873,873,1,1,1,1,873,873,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,873,873,873,1,873,873,1,1,1,1,873,873,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,863,863,863,1,863,863,1,1,1,1,863,863,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,904,904,904,1,904,904,1,1,1,1,904,904,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,892,892,892,1,892,892,1,1,1,1,892,892,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,886,886,886,1,886,886,1,1,1,1,886,886,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,884,884,884,1,884,884,1,1,1,1,884,884,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,880,880,880,1,880,880,1,1,1,1,880,880,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,886,886,886,1,886,886,1,1,1,1,886,886,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,882,882,882,1,882,882,1,1,1,1,882,882,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,896,896,896,1,896,896,1,1,1,1,896,896,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,878,878,878,1,878,878,1,1,1,1,878,878,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,877,877,877,1,877,877,1,1,1,1,877,877,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,876,876,876,1,876,876,1,1,1,1,876,876,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33530,0,1,1,1365,1365,1365,1,1365,1365,1,1,1,1,1365,1365,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,1365,1365,1365,1,1365,1365,1,1,1,1,1365,1365,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33530,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,951,951,951,1,951,951,1,1,1,1,951,951,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,951,951,951,1,951,951,1,1,1,1,951,951,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33526,0,1,1,907,907,907,1,907,907,1,1,1,1,907,907,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
6000,0,1,1,173,173,173,1,173,173,1,1,1,1,173,173,0,0,1,0,0.0
52208,0,1,1,4162,4162,4162,1,4162,4162,1,1,1,1,4162,4162,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
52208,0,1,1,6459,6459,6459,1,6459,6459,1,1,1,1,6459,6459,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,184,184,184,1,184,184,1,1,1,1,184,184,0,0,1,0,0.0
52208,0,1,1,73,73,73,1,73,73,1,1,1,1,73,73,0,0,1,0,0.0
6000,0,1,1,54,54,54,1,54,54,1,1,1,1,54,54,0,0,1,0,0.0
33526,0,1,1,630,630,630,1,630,630,1,1,1,1,630,630,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33526,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
33546,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33546,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33546,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
34274,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34274,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
34274,0,1,1,995,995,995,1,995,995,1,1,1,1,995,995,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34274,0,1,1,296,296,296,1,296,296,1,1,1,1,296,296,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34274,0,1,1,1076,1076,1076,1,1076,1076,1,1,1,1,1076,1076,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34274,0,1,1,982,982,982,1,982,982,1,1,1,1,982,982,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34274,0,1,1,887,887,887,1,887,887,1,1,1,1,887,887,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34274,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
34286,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34286,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
34286,0,1,1,884,884,884,1,884,884,1,1,1,1,884,884,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
34286,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55660,0,1,1,296,296,296,1,296,296,1,1,1,1,296,296,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
34286,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
55660,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
55660,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33546,0,1,1,296,296,296,1,296,296,1,1,1,1,296,296,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55660,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33546,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55660,0,1,1,980,980,980,1,980,980,1,1,1,1,980,980,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
34274,0,1,1,1382,1382,1382,1,1382,1382,1,1,1,1,1382,1382,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
34274,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55660,0,1,1,1030,1030,1030,1,1030,1030,1,1,1,1,1030,1030,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
55660,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
34286,0,1,1,1382,1382,1382,1,1382,1382,1,1,1,1,1382,1382,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
